0,-0.027235,22.474863,24.149932
0.01,-0.028847,22.471642,23.910638
0.02,-0.030458,22.471642,24.309433
0.03,-0.032069,22.471642,23.591497
0.04,-0.025624,22.468421,24.149932
0.05,-0.025624,22.468421,24.070173
0.06,-0.030458,22.474863,23.830861
0.07,-0.024013,22.478084,24.149932
0.08,-0.027235,22.474863,24.787796
0.09,-0.022402,22.468421,23.910638
0.096005,-0.027235,22.468421,24.309433
0.106005,-0.022402,22.481305,23.990408
0.116005,-0.027235,22.468421,24.149932
0.126005,-0.020791,22.468421,24.309433
0.136005,-0.019179,22.468421,24.389175
0.146005,-0.027235,22.481305,24.867502
0.156005,-0.020791,22.468421,24.070173
0.166005,-0.025624,22.478084,23.830861
0.176005,-0.022402,22.478084,23.671291
0.186005,-0.020791,22.474863,24.389175
0.191011,-0.024013,22.478084,24.229685
0.201011,-0.020791,22.461978,23.990408
0.211011,-0.020791,22.474863,23.591497
0.221011,-0.022402,22.468421,24.389175
0.231011,-0.024013,22.474863,22.07433
0.241011,-0.027235,22.471642,24.309433
0.251011,-0.019179,22.471642,23.751079
0.261011,-0.024013,22.471642,24.149932
0.271011,-0.022402,22.478084,24.46891
0.281011,-0.019179,22.468421,24.389175
0.287016,-0.020791,22.474863,24.309433
0.297016,-0.025624,22.471642,25.664247
0.307016,-0.027235,22.468421,22.553657
0.317016,-0.025624,22.481305,23.671291
0.327016,-0.019179,22.471642,24.229685
0.337016,-0.019179,22.478084,23.671291
0.347016,-0.025624,22.474863,24.54864
0.357016,-0.020791,22.474863,24.947203
0.367016,-0.020791,22.478084,24.149932
0.377016,-0.022402,22.478084,24.149932
0.383022,-0.025624,22.481305,24.947203
0.393022,-0.027235,22.478084,23.431893
0.403022,-0.020791,22.474863,24.309433
0.413022,-0.022402,22.474863,24.309433
0.423022,-0.027235,22.471642,23.751079
0.433022,-0.025624,22.471642,24.229685
0.443022,-0.020791,22.474863,23.830861
0.453022,-0.024013,22.468421,22.793245
0.463022,-0.022402,22.474863,25.106587
0.473022,-0.022402,22.471642,24.787796
0.479027,-0.022402,22.481305,24.149932
0.489027,-0.025624,22.474863,24.947203
0.499027,-0.022402,22.471642,23.671291
0.509027,-0.027235,22.481305,23.272265
0.519027,-0.022402,22.468421,22.952941
0.529027,-0.022402,22.478084,24.070173
0.539027,-0.019179,22.471642,24.54864
0.549027,-0.024013,22.468421,23.112614
0.559027,-0.025624,22.471642,23.511698
0.569027,-0.024013,22.478084,24.309433
0.575033,-0.022402,22.468421,23.990408
0.585033,-0.019179,22.471642,23.910638
0.595033,-0.020791,22.478084,23.910638
0.605033,-0.019179,22.478084,23.192443
0.615033,-0.020791,22.478084,23.830861
0.625033,-0.022402,22.478084,24.309433
0.635033,-0.022402,22.478084,22.793245
0.645033,-0.022402,22.471642,23.830861
0.655033,-0.020791,22.478084,23.830861
0.665033,-0.020791,22.478084,24.229685
0.671038,-0.022402,22.468421,25.34562
0.681038,-0.025624,22.471642,23.990408
0.691038,-0.020791,22.474863,23.830861
0.701038,-0.020791,22.474863,24.389175
0.711038,-0.020791,22.468421,24.787796
0.721038,-0.022402,22.471642,22.952941
0.731038,-0.020791,22.478084,24.149932
0.741038,-0.022402,22.468421,24.229685
0.751038,-0.027235,22.471642,23.910638
0.761038,-0.025624,22.478084,24.54864
0.767044,-0.025624,22.474863,24.54864
0.777044,-0.022402,22.474863,24.229685
0.787044,-0.022402,22.481305,24.54864
0.797044,-0.024013,22.471642,24.149932
0.807044,-0.024013,22.468421,24.229685
0.817044,-0.022402,22.471642,24.070173
0.827044,-0.024013,22.468421,24.309433
0.837044,-0.024013,22.468421,23.830861
0.847044,-0.020791,22.471642,24.149932
