X_Value,Voltage,Voltage_0,Temperature_1
4.389246,0.006601,22.632699,22.713388
4.399246,0.003378,22.632699,23.910638
4.404252,0.000156,22.63592,23.830861
4.414252,0.001767,22.63592,23.910638
4.424252,0.001767,22.63592,23.910638
4.434252,0.003378,22.632699,23.591497
4.444252,0.003378,22.63592,24.149932
4.454252,0.006601,22.63592,24.389175
4.464252,0.003378,22.63592,23.830861
4.474252,0.003378,22.632699,24.309433
4.484252,0.003378,22.639142,24.389175
4.494252,0.006601,22.629478,24.229685
4.500257,0.001767,22.63592,24.54864
4.510257,0.008212,22.63592,23.751079
4.520257,0.004989,22.63592,24.309433
4.530257,0.006601,22.639142,24.787796
4.540257,0.003378,22.63592,23.910638
4.550257,0.004989,22.639142,23.990408
4.560257,0.003378,22.629478,24.309433
4.570257,0.009823,22.632699,24.229685
4.580257,0.009823,22.63592,24.787796
4.590257,0.008212,22.632699,23.751079
4.596263,0.006601,22.629478,23.671291
4.606263,0.006601,22.632699,23.591497
4.616263,0.008212,22.639142,23.990408
4.626263,0.011434,22.63592,24.070173
4.636263,0.008212,22.632699,24.070173
4.646263,0.008212,22.63592,24.46891
4.656263,0.006601,22.639142,23.591497
4.666263,0.006601,22.63592,23.910638
4.676263,0.006601,22.632699,23.910638
4.686263,0.006601,22.642363,24.229685
4.691268,0.011434,22.639142,24.46891
4.701268,0.009823,22.629478,23.910638
4.711268,0.009823,22.645584,24.309433
4.721268,0.006601,22.642363,23.990408
4.731268,0.011434,22.63592,24.229685
4.741268,0.013045,22.63592,24.229685
4.751268,0.008212,22.63592,23.511698
4.761268,0.009823,22.629478,24.46891
4.771268,0.006601,22.642363,23.910638
4.781268,0.009823,22.639142,23.830861
4.787274,0.014657,22.63592,23.511698
4.797274,0.011434,22.63592,22.873096
4.807274,0.009823,22.632699,24.708083
4.817274,0.014657,22.63592,24.229685
4.827274,0.013045,22.63592,24.389175
4.837274,0.013045,22.63592,24.708083
4.847274,0.011434,22.639142,23.511698
4.857274,0.016268,22.629478,24.628365
4.867274,0.013045,22.639142,24.947203
4.877274,0.013045,22.639142,24.149932
4.882279,0.016268,22.63592,24.947203
4.892279,0.016268,22.629478,24.309433
4.902279,0.014657,22.63592,24.46891
4.912279,0.011434,22.63592,24.070173
4.922279,0.016268,22.629478,23.671291
4.932279,0.016268,22.63592,24.787796
4.942279,0.017879,22.63592,25.34562
4.952279,0.014657,22.632699,24.46891
4.962279,0.016268,22.632699,24.947203
4.972279,0.013045,22.632699,23.830861
4.978285,0.014657,22.623036,23.511698
4.988285,0.013045,22.63592,24.389175
4.998285,0.013045,22.63592,23.990408
5.008285,0.017879,22.63592,24.070173
5.018285,0.014657,22.639142,24.628365
5.028285,0.01949,22.632699,23.910638
5.038285,0.016268,22.642363,24.149932
5.048285,0.022713,22.63592,24.867502
5.058285,0.014657,22.63592,24.149932
5.068285,0.017879,22.63592,25.106587
5.07329,0.024324,22.632699,25.425285
5.08329,0.01949,22.639142,24.389175
5.09329,0.022713,22.632699,24.46891
5.10329,0.021102,22.629478,24.389175
5.11329,0.017879,22.63592,23.671291
5.12329,0.01949,22.63592,24.867502
5.13329,0.01949,22.63592,25.026898
5.14329,0.01949,22.63592,24.309433
5.15329,0.01949,22.63592,25.34562
5.16329,0.01949,22.63592,24.229685
5.168296,0.021102,22.632699,25.106587
5.178296,0.021102,22.629478,23.830861
5.188296,0.022713,22.645584,25.106587
5.198296,0.021102,22.63592,24.628365
5.208296,0.024324,22.642363,24.309433
5.218296,0.01949,22.63592,24.867502
5.228296,0.021102,22.63592,23.830861
5.238296,0.022713,22.632699,24.787796
5.248296,0.022713,22.642363,24.787796
5.258296,0.022713,22.63592,23.830861
5.264301,0.021102,22.63592,24.309433
5.274301,0.022713,22.632699,24.46891
5.284301,0.017879,22.639142,24.867502
5.294301,0.022713,22.632699,24.628365
5.304301,0.024324,22.639142,25.903156
5.314301,0.01949,22.63592,24.867502
5.324301,0.025935,22.629478,25.106587
5.334301,0.024324,22.632699,24.708083
5.344301,0.025935,22.63592,24.708083
5.354301,0.022713,22.63592,24.708083
5.359306,0.021102,22.639142,25.106587
5.369306,0.024324,22.63592,25.026898
5.379306,0.025935,22.63592,24.628365
5.389306,0.022713,22.63592,25.026898
5.399306,0.025935,22.63592,24.708083
5.409306,0.025935,22.639142,24.309433
5.419306,0.022713,22.639142,24.867502
5.429306,0.024324,22.639142,24.54864
5.439306,0.033992,22.639142,24.867502
5.449306,0.029158,22.642363,24.787796
5.454312,0.024324,22.63592,25.106587
5.464312,0.04527,22.639142,24.867502
5.474312,0.030769,22.632699,24.309433
5.484312,0.025935,22.632699,24.54864
5.494312,0.03238,22.63592,25.504945
5.504312,0.027547,22.63592,24.070173
5.514312,0.022713,22.629478,25.106587
5.524312,0.029158,22.642363,25.026898
5.534312,0.027547,22.63592,23.910638
5.544312,0.03238,22.639142,24.708083
5.550317,0.027547,22.632699,25.504945
5.560317,0.025935,22.639142,24.947203
5.570317,0.029158,22.63592,24.54864
5.580317,0.030769,22.642363,25.265948
5.590317,0.029158,22.639142,24.389175
5.600317,0.027547,22.63592,24.309433
5.610317,0.030769,22.63592,25.106587
5.620317,0.027547,22.639142,25.265948
5.630317,0.027547,22.63592,24.867502
5.640317,0.027547,22.629478,25.265948
5.645323,0.030769,22.639142,24.149932
5.655323,0.03238,22.642363,24.708083
5.665323,0.03238,22.639142,25.186271
5.675323,0.03238,22.639142,23.751079
5.685323,0.033992,22.639142,25.584599
5.695323,0.035603,22.639142,25.504945
5.705323,0.030769,22.639142,25.504945
5.715323,0.029158,22.639142,24.867502
5.725323,0.033992,22.632699,26.142012
5.735323,0.03238,22.63592,25.664247
5.742328,0.029158,22.629478,25.584599
5.752328,0.030769,22.632699,25.186271
5.762328,0.030769,22.645584,25.664247
5.772328,0.033992,22.639142,25.425285
5.782328,0.029158,22.63592,25.743889
5.792328,0.033992,22.632699,25.425285
5.802328,0.033992,22.63592,25.584599
5.812328,0.035603,22.629478,25.425285
5.822328,0.033992,22.639142,25.743889
5.832328,0.033992,22.639142,25.265948
5.838334,0.030769,22.632699,25.743889
5.848334,0.033992,22.639142,25.504945
5.858334,0.030769,22.632699,24.787796
5.868334,0.037214,22.632699,25.504945
5.878334,0.035603,22.632699,24.947203
5.888334,0.03238,22.629478,25.106587
5.898334,0.046881,22.63592,25.186271
5.908334,0.038825,22.639142,24.708083
5.918334,0.033992,22.642363,25.982781
5.928334,0.037214,22.639142,24.149932
5.934339,0.03238,22.632699,26.142012
5.944339,0.033992,22.63592,24.787796
5.954339,0.037214,22.632699,24.867502
5.964339,0.038825,22.632699,25.823526
5.974339,0.038825,22.639142,25.982781
5.984339,0.035603,22.639142,24.389175
5.994339,0.035603,22.639142,25.34562
6.004339,0.035603,22.639142,25.903156
6.014339,0.037214,22.632699,25.504945
6.024339,0.038825,22.632699,25.504945
6.030345,0.038825,22.639142,25.823526
6.040345,0.033992,22.63592,25.026898
6.050345,0.043659,22.632699,25.584599
6.060345,0.040436,22.629478,24.787796
6.070345,0.037214,22.63592,25.106587
6.080345,0.042048,22.642363,26.221619
6.090345,0.035603,22.632699,25.106587
6.100345,0.042048,22.639142,25.823526
6.110345,0.042048,22.63592,26.221619
6.120345,0.042048,22.639142,25.265948
6.12535,0.040436,22.63592,24.54864
6.13535,0.040436,22.642363,25.186271
6.14535,0.040436,22.632699,26.062399
6.15535,0.042048,22.632699,24.787796
6.16535,0.040436,22.629478,25.186271
6.17535,0.042048,22.629478,25.903156
6.18535,0.038825,22.63592,23.671291
6.19535,0.042048,22.639142,25.584599
6.20535,0.042048,22.639142,26.062399
6.21535,0.043659,22.63592,25.425285
6.221356,0.042048,22.632699,25.34562
6.231356,0.042048,22.629478,25.186271
6.241356,0.043659,22.639142,25.186271
6.251356,0.042048,22.63592,25.425285
6.261356,0.042048,22.642363,25.584599
6.271356,0.040436,22.642363,25.504945
6.281356,0.04527,22.642363,24.787796
6.291356,0.043659,22.639142,25.584599
6.301356,0.04527,22.642363,25.584599
6.311356,0.038825,22.639142,25.186271
6.317361,0.04527,22.619815,26.062399
6.327361,0.04527,22.63592,24.867502
6.337361,0.042048,22.63592,25.982781
6.347361,0.043659,22.639142,25.186271
6.357361,0.04527,22.63592,24.54864
6.367361,0.043659,22.632699,25.265948
6.377361,0.04527,22.63592,25.265948
6.387361,0.04527,22.63592,25.186271
6.397361,0.04527,22.63592,24.947203
6.407361,0.043659,22.626257,26.619564
6.413367,0.042048,22.63592,25.982781
6.423367,0.046881,22.63592,26.062399
6.433367,0.043659,22.639142,24.708083
